type,exchange,symbol,timestamp,side,bids,asks,price,size
incremental,binance,BTC/USDT,1700000002600,ask,,,100015.36,1.7448
incremental,binance,BTC/USDT,1700000002700,ask,,,100008.58,4.5896
incremental,binance,BTC/USDT,1700000002800,bid,,,99993.43,1.8484
incremental,binance,BTC/USDT,1700000002900,ask,,,100007.5,4.8452
incremental,binance,BTC/USDT,1700000003000,bid,,,99982.22,1.353
incremental,binance,BTC/USDT,1700000003100,bid,,,99983.15,2.7168
incremental,binance,BTC/USDT,1700000003200,bid,,,99984.53,2.77
incremental,binance,BTC/USDT,1700000003300,ask,,,100016.46,3.4385
incremental,binance,BTC/USDT,1700000003400,ask,,,100010.18,0.5841
incremental,binance,BTC/USDT,1700000003500,bid,,,99992.54,0.0
incremental,binance,BTC/USDT,1700000003600,bid,,,99994.35,3.4853
incremental,binance,BTC/USDT,1700000003700,bid,,,99992.48,0.0
incremental,binance,BTC/USDT,1700000003800,bid,,,99989.0,0.5562
incremental,binance,BTC/USDT,1700000003900,ask,,,100020.02,2.0596
incremental,binance,BTC/USDT,1700000004000,bid,,,99990.76,1.6567
incremental,binance,BTC/USDT,1700000004100,bid,,,99987.64,0.9885
incremental,binance,BTC/USDT,1700000004200,bid,,,99984.56,3.6126
incremental,binance,BTC/USDT,1700000004300,ask,,,100015.43,0.0
incremental,binance,BTC/USDT,1700000004400,bid,,,99989.8,2.646
incremental,binance,BTC/USDT,1700000004500,ask,,,100013.11,4.0221
incremental,binance,BTC/USDT,1700000004600,bid,,,99987.03,2.1535
incremental,binance,BTC/USDT,1700000004700,ask,,,100014.35,4.6492
incremental,binance,BTC/USDT,1700000004800,ask,,,100009.21,0.0
incremental,binance,BTC/USDT,1700000004900,ask,,,100011.29,1.5602
incremental,binance,BTC/USDT,1700000005000,bid,,,99994.07,1.943
incremental,binance,BTC/USDT,1700000005100,bid,,,99979.31,2.0932
incremental,binance,BTC/USDT,1700000005200,ask,,,100006.57,4.1418
incremental,binance,BTC/USDT,1700000005300,bid,,,99990.89,4.0901
incremental,binance,BTC/USDT,1700000005400,bid,,,99994.35,0.0
incremental,binance,BTC/USDT,1700000005500,bid,,,99995.36,2.6901
incremental,binance,BTC/USDT,1700000005600,bid,,,99985.92,1.5579
incremental,binance,BTC/USDT,1700000005700,ask,,,100017.35,3.1662
incremental,binance,BTC/USDT,1700000005800,ask,,,100018.5,0.8401
incremental,binance,BTC/USDT,1700000005900,bid,,,99982.33,0.0
incremental,binance,BTC/USDT,1700000006000,ask,,,100005.43,4.9149
incremental,binance,BTC/USDT,1700000006100,bid,,,99993.82,0.1521
incremental,binance,BTC/USDT,1700000006200,bid,,,99990.32,4.6528
incremental,binance,BTC/USDT,1700000006300,bid,,,99989.8,0.0
incremental,binance,BTC/USDT,1700000006400,bid,,,99996.66,3.6839
incremental,binance,BTC/USDT,1700000006500,bid,,,99992.41,1.9515
incremental,binance,BTC/USDT,1700000006600,ask,,,100010.01,1.1746
incremental,binance,BTC/USDT,1700000006700,ask,,,100014.62,2.1729
incremental,binance,BTC/USDT,1700000006800,ask,,,100007.38,2.8771
incremental,binance,BTC/USDT,1700000006900,ask,,,100017.74,0.2142
incremental,binance,BTC/USDT,1700000007000,bid,,,99982.76,0.0
incremental,binance,BTC/USDT,1700000007100,bid,,,99979.31,0.0
incremental,binance,BTC/USDT,1700000007200,bid,,,99997.01,1.1838
incremental,binance,BTC/USDT,1700000007300,bid,,,99997.04,2.0267
incremental,binance,BTC/USDT,1700000007400,bid,,,99992.7,0.6543
incremental,binance,BTC/USDT,1700000007500,ask,,,100006.33,0.7755
incremental,binance,BTC/USDT,1700000007600,bid,,,99984.08,1.2183
incremental,binance,BTC/USDT,1700000007700,bid,,,99982.7,0.0
incremental,binance,BTC/USDT,1700000007800,bid,,,99994.43,4.4489
incremental,binance,BTC/USDT,1700000007900,ask,,,100019.62,3.1963
incremental,binance,BTC/USDT,1700000008000,ask,,,100017.74,0.0
incremental,binance,BTC/USDT,1700000008100,bid,,,99989.56,2.33
incremental,binance,BTC/USDT,1700000008200,ask,,,100006.33,0.0
incremental,binance,BTC/USDT,1700000008300,ask,,,100016.05,3.0852
incremental,binance,BTC/USDT,1700000008400,ask,,,100004.03,2.8632
incremental,binance,BTC/USDT,1700000008500,ask,,,100002.27,0.0
incremental,binance,BTC/USDT,1700000008600,ask,,,100013.07,3.3465
incremental,binance,BTC/USDT,1700000008700,ask,,,100012.95,3.257
incremental,binance,BTC/USDT,1700000008800,ask,,,100019.57,3.991
incremental,binance,BTC/USDT,1700000008900,ask,,,100010.22,0.6733
incremental,binance,BTC/USDT,1700000009000,bid,,,99993.18,2.6275
incremental,binance,BTC/USDT,1700000009100,bid,,,99983.79,2.8316
incremental,binance,BTC/USDT,1700000009200,ask,,,100008.38,4.3495
incremental,binance,BTC/USDT,1700000009300,ask,,,100014.27,0.1116
incremental,binance,BTC/USDT,1700000009400,ask,,,100010.01,0.0
incremental,binance,BTC/USDT,1700000009500,ask,,,100007.61,4.7513
incremental,binance,BTC/USDT,1700000009600,bid,,,99989.6,2.2544
incremental,binance,BTC/USDT,1700000009700,ask,,,100004.07,4.7951
incremental,binance,BTC/USDT,1700000009800,bid,,,99994.19,3.7385
incremental,binance,BTC/USDT,1700000009900,ask,,,100009.36,2.8254
incremental,binance,BTC/USDT,1700000010000,ask,,,100018.24,4.8902
incremental,binance,BTC/USDT,1700000010100,bid,,,99984.66,2.228
incremental,binance,BTC/USDT,1700000010200,bid,,,99984.6,0.586
incremental,binance,BTC/USDT,1700000010300,ask,,,100020.96,0.6676
incremental,binance,BTC/USDT,1700000010400,bid,,,99989.78,4.4444
incremental,binance,BTC/USDT,1700000010500,ask,,,100013.44,2.5356
incremental,binance,BTC/USDT,1700000010600,ask,,,100014.62,0.0
incremental,binance,BTC/USDT,1700000010700,bid,,,99989.52,3.8482
incremental,binance,BTC/USDT,1700000010800,ask,,,100008.85,3.2508
incremental,binance,BTC/USDT,1700000010900,ask,,,100011.47,4.2909
incremental,binance,BTC/USDT,1700000011000,ask,,,100013.05,2.0218
incremental,binance,BTC/USDT,1700000011100,bid,,,99987.64,0.5089
incremental,binance,BTC/USDT,1700000011200,bid,,,99991.45,2.4602
incremental,binance,BTC/USDT,1700000011300,bid,,,99994.46,4.9932
incremental,binance,BTC/USDT,1700000011400,bid,,,99984.66,0.0
incremental,binance,BTC/USDT,1700000011500,ask,,,100002.85,0.0
incremental,binance,BTC/USDT,1700000011600,bid,,,99989.59,0.0
incremental,binance,BTC/USDT,1700000011700,ask,,,100005.54,2.0723
incremental,binance,BTC/USDT,1700000011800,ask,,,100019.47,4.8925
incremental,binance,BTC/USDT,1700000011900,bid,,,99997.04,0.0
incremental,binance,BTC/USDT,1700000012000,bid,,,99984.99,3.8437
incremental,binance,BTC/USDT,1700000012100,bid,,,99988.64,1.7638
incremental,binance,BTC/USDT,1700000012200,bid,,,99986.2,0.2349
incremental,binance,BTC/USDT,1700000012300,ask,,,100021.53,3.6841
incremental,binance,BTC/USDT,1700000012400,ask,,,100012.28,2.5622
incremental,binance,BTC/USDT,1700000012500,ask,,,100013.38,2.228
incremental,binance,BTC/USDT,1700000012600,ask,,,100016.42,1.5998
incremental,binance,BTC/USDT,1700000012700,bid,,,99993.51,0.7418
incremental,binance,BTC/USDT,1700000012800,bid,,,99998.9,2.2905
incremental,binance,BTC/USDT,1700000012900,bid,,,99985.83,0.5277
incremental,binance,BTC/USDT,1700000013000,bid,,,99992.39,3.3438
incremental,binance,BTC/USDT,1700000013100,bid,,,99994.19,0.0
incremental,binance,BTC/USDT,1700000013200,ask,,,100019.21,4.5167
incremental,binance,BTC/USDT,1700000013300,ask,,,100004.94,0.0
incremental,binance,BTC/USDT,1700000013400,ask,,,100020.14,2.5986
incremental,binance,BTC/USDT,1700000013500,ask,,,100022.78,3.9343
incremental,binance,BTC/USDT,1700000013600,ask,,,100012.69,0.812
incremental,binance,BTC/USDT,1700000013700,ask,,,100013.05,3.6753
incremental,binance,BTC/USDT,1700000013800,ask,,,100006.49,4.9336
incremental,binance,BTC/USDT,1700000013900,bid,,,99987.64,0.0
incremental,binance,BTC/USDT,1700000014000,bid,,,99988.43,1.5019
incremental,binance,BTC/USDT,1700000014100,bid,,,99983.09,1.5157
incremental,binance,BTC/USDT,1700000014200,bid,,,99990.76,0.0
incremental,binance,BTC/USDT,1700000014300,ask,,,100020.7,0.541
incremental,binance,BTC/USDT,1700000014400,bid,,,99988.22,3.9213
incremental,binance,BTC/USDT,1700000014500,bid,,,99994.7,2.7311
incremental,binance,BTC/USDT,1700000014600,bid,,,99988.75,4.2856
incremental,binance,BTC/USDT,1700000014700,bid,,,99990.74,1.1035
incremental,binance,BTC/USDT,1700000014800,bid,,,99993.29,4.1878
incremental,binance,BTC/USDT,1700000014900,ask,,,100013.11,0.0
incremental,binance,BTC/USDT,1700000015000,ask,,,100010.28,1.5926
incremental,binance,BTC/USDT,1700000015100,bid,,,99997.43,1.5921
incremental,binance,BTC/USDT,1700000015200,ask,,,100016.05,0.0
incremental,binance,BTC/USDT,1700000015300,bid,,,99994.85,0.0
incremental,binance,BTC/USDT,1700000015400,ask,,,100021.84,4.2815
incremental,binance,BTC/USDT,1700000015500,ask,,,100016.27,0.271
incremental,binance,BTC/USDT,1700000015600,bid,,,99988.25,1.2205
incremental,binance,BTC/USDT,1700000015700,bid,,,99985.41,2.3661
incremental,binance,BTC/USDT,1700000015800,ask,,,100014.54,3.5077
incremental,binance,BTC/USDT,1700000015900,ask,,,100015.68,4.1089
incremental,binance,BTC/USDT,1700000016000,ask,,,100006.72,1.4028
incremental,binance,BTC/USDT,1700000016100,ask,,,100013.12,3.6303
incremental,binance,BTC/USDT,1700000016200,bid,,,99993.05,3.6906
incremental,binance,BTC/USDT,1700000016300,bid,,,99990.84,2.6472
incremental,binance,BTC/USDT,1700000016400,ask,,,100010.95,4.8258
incremental,binance,BTC/USDT,1700000016500,bid,,,99994.43,0.0
incremental,binance,BTC/USDT,1700000016600,bid,,,99990.4,4.6992
incremental,binance,BTC/USDT,1700000016700,bid,,,99996.58,1.9069
incremental,binance,BTC/USDT,1700000016800,ask,,,100018.36,0.3014
incremental,binance,BTC/USDT,1700000016900,ask,,,100007.43,0.3271
incremental,binance,BTC/USDT,1700000017000,ask,,,100019.57,0.0
incremental,binance,BTC/USDT,1700000017100,bid,,,99992.3,3.4159
incremental,binance,BTC/USDT,1700000017200,ask,,,100005.54,0.0
incremental,binance,BTC/USDT,1700000017300,ask,,,100009.08,0.5826
incremental,binance,BTC/USDT,1700000017400,bid,,,99990.71,3.2489
incremental,binance,BTC/USDT,1700000017500,bid,,,99990.89,0.0
incremental,binance,BTC/USDT,1700000017600,bid,,,99997.64,3.3997
incremental,binance,BTC/USDT,1700000017700,bid,,,99990.86,2.356
incremental,binance,BTC/USDT,1700000017800,ask,,,100004.03,0.0
incremental,binance,BTC/USDT,1700000017900,ask,,,100004.07,0.0
incremental,binance,BTC/USDT,1700000018000,bid,,,99984.78,1.15
incremental,binance,BTC/USDT,1700000018100,ask,,,100013.07,0.0
incremental,binance,BTC/USDT,1700000018200,ask,,,100018.11,3.1866
incremental,binance,BTC/USDT,1700000018300,ask,,,100013.44,0.0
incremental,binance,BTC/USDT,1700000018400,ask,,,100004.95,0.0
incremental,binance,BTC/USDT,1700000018500,bid,,,99999.62,3.3407
incremental,binance,BTC/USDT,1700000018600,ask,,,100010.95,1.9241
incremental,binance,BTC/USDT,1700000018700,bid,,,99989.55,3.8601
incremental,binance,BTC/USDT,1700000018800,ask,,,100012.27,1.2356
incremental,binance,BTC/USDT,1700000018900,ask,,,100011.47,0.0
incremental,binance,BTC/USDT,1700000019000,ask,,,100019.95,2.1147
incremental,binance,BTC/USDT,1700000019100,ask,,,100005.55,0.0
incremental,binance,BTC/USDT,1700000019200,ask,,,100005.43,0.0
incremental,binance,BTC/USDT,1700000019300,ask,,,100017.41,1.5127
incremental,binance,BTC/USDT,1700000019400,bid,,,99992.17,0.1499
incremental,binance,BTC/USDT,1700000019500,bid,,,99987.29,3.9902
incremental,binance,BTC/USDT,1700000019600,ask,,,100020.35,2.2347
incremental,binance,BTC/USDT,1700000019700,ask,,,100016.89,4.929
incremental,binance,BTC/USDT,1700000019800,bid,,,99998.9,0.0
incremental,binance,BTC/USDT,1700000019900,bid,,,100002.05,0.6718
incremental,binance,BTC/USDT,1700000020000,bid,,,99996.95,4.1073
incremental,binance,BTC/USDT,1700000020100,bid,,,99999.67,1.3277
incremental,binance,BTC/USDT,1700000020200,bid,,,99993.63,2.3232
incremental,binance,BTC/USDT,1700000020300,bid,,,99992.46,0.4665
incremental,binance,BTC/USDT,1700000020400,bid,,,99996.46,1.9481
incremental,binance,BTC/USDT,1700000020500,bid,,,99986.58,2.4809
incremental,binance,BTC/USDT,1700000020600,ask,,,100010.79,1.1049
incremental,binance,BTC/USDT,1700000020700,bid,,,99981.96,0.0
incremental,binance,BTC/USDT,1700000020800,ask,,,100019.3,4.8368
incremental,binance,BTC/USDT,1700000020900,bid,,,99999.34,2.9836
incremental,binance,BTC/USDT,1700000021000,ask,,,100012.7,4.3415
incremental,binance,BTC/USDT,1700000021100,bid,,,99990.3,1.2323
incremental,binance,BTC/USDT,1700000021200,bid,,,99991.49,0.4618
incremental,binance,BTC/USDT,1700000021300,bid,,,99989.55,0.0
incremental,binance,BTC/USDT,1700000021400,ask,,,100019.14,0.9063
incremental,binance,BTC/USDT,1700000021500,ask,,,100018.51,0.0
incremental,binance,BTC/USDT,1700000021600,bid,,,99996.54,1.0162
incremental,binance,BTC/USDT,1700000021700,ask,,,100019.14,0.0
incremental,binance,BTC/USDT,1700000021800,bid,,,99986.94,1.771
incremental,binance,BTC/USDT,1700000021900,bid,,,99998.26,0.7105
incremental,binance,BTC/USDT,1700000022000,ask,,,100006.35,0.0
incremental,binance,BTC/USDT,1700000022100,ask,,,100018.73,4.2769
incremental,binance,BTC/USDT,1700000022200,ask,,,100018.83,4.9057
incremental,binance,BTC/USDT,1700000022300,bid,,,100000.49,0.9017
incremental,binance,BTC/USDT,1700000022400,bid,,,99997.19,3.8785
incremental,binance,BTC/USDT,1700000022500,bid,,,99998.88,3.8828
incremental,binance,BTC/USDT,1700000022600,bid,,,99986.2,0.0
incremental,binance,BTC/USDT,1700000022700,bid,,,99987.75,3.0081
incremental,binance,BTC/USDT,1700000022800,ask,,,100006.49,0.0
incremental,binance,BTC/USDT,1700000022900,ask,,,100009.08,0.0
incremental,binance,BTC/USDT,1700000023000,bid,,,99987.42,4.881
incremental,binance,BTC/USDT,1700000023100,bid,,,99992.19,3.6514
incremental,binance,BTC/USDT,1700000023200,ask,,,100006.57,0.0
incremental,binance,BTC/USDT,1700000023300,ask,,,100009.4,3.7174
incremental,binance,BTC/USDT,1700000023400,ask,,,100006.72,0.0
incremental,binance,BTC/USDT,1700000023500,bid,,,100003.34,3.0983
incremental,binance,BTC/USDT,1700000023600,ask,,,100010.49,4.8608
incremental,binance,BTC/USDT,1700000023700,bid,,,99996.15,4.1715
incremental,binance,BTC/USDT,1700000023800,bid,,,99986.02,2.3057
incremental,binance,BTC/USDT,1700000023900,ask,,,100025.29,1.0092
incremental,binance,BTC/USDT,1700000024000,ask,,,100009.05,1.8089
incremental,binance,BTC/USDT,1700000024100,bid,,,99990.85,2.0378
incremental,binance,BTC/USDT,1700000024200,bid,,,99998.62,2.0911
incremental,binance,BTC/USDT,1700000024300,bid,,,99994.69,3.2284
incremental,binance,BTC/USDT,1700000024400,ask,,,100011.78,2.0347
incremental,binance,BTC/USDT,1700000024500,ask,,,100013.94,0.7446
incremental,binance,BTC/USDT,1700000024600,ask,,,100014.98,4.5281
incremental,binance,BTC/USDT,1700000024700,ask,,,100008.63,2.1593
incremental,binance,BTC/USDT,1700000024800,ask,,,100023.5,0.9507
incremental,binance,BTC/USDT,1700000024900,ask,,,100020.5,4.4472
incremental,binance,BTC/USDT,1700000025000,ask,,,100016.89,0.0
incremental,binance,BTC/USDT,1700000025100,ask,,,100012.53,2.0405
incremental,binance,BTC/USDT,1700000025200,bid,,,99992.75,3.5826
incremental,binance,BTC/USDT,1700000025300,bid,,,99991.2,1.4059
incremental,binance,BTC/USDT,1700000025400,bid,,,99996.03,1.1966
incremental,binance,BTC/USDT,1700000025500,bid,,,99993.81,2.2714
incremental,binance,BTC/USDT,1700000025600,bid,,,99988.55,2.5856
incremental,binance,BTC/USDT,1700000025700,bid,,,99987.24,2.0197
incremental,binance,BTC/USDT,1700000025800,ask,,,100008.7,4.3233
incremental,binance,BTC/USDT,1700000025900,bid,,,100002.73,0.4591
incremental,binance,BTC/USDT,1700000026000,ask,,,100011.88,2.9897
incremental,binance,BTC/USDT,1700000026100,ask,,,100025.29,2.6335
incremental,binance,BTC/USDT,1700000026200,ask,,,100021.48,1.431
incremental,binance,BTC/USDT,1700000026300,bid,,,99992.58,2.3841
incremental,binance,BTC/USDT,1700000026400,ask,,,100011.03,1.8885
incremental,binance,BTC/USDT,1700000026500,ask,,,100017.56,1.7999
incremental,binance,BTC/USDT,1700000026600,bid,,,99989.11,3.2944
incremental,binance,BTC/USDT,1700000026700,bid,,,99999.77,3.2418
incremental,binance,BTC/USDT,1700000026800,bid,,,99988.53,4.4569
incremental,binance,BTC/USDT,1700000026900,ask,,,100009.3,3.0662
incremental,binance,BTC/USDT,1700000027000,ask,,,100013.86,3.7791
incremental,binance,BTC/USDT,1700000027100,bid,,,99985.72,1.1891
incremental,binance,BTC/USDT,1700000027200,bid,,,99988.13,0.2219
incremental,binance,BTC/USDT,1700000027300,ask,,,100024.8,3.1668
incremental,binance,BTC/USDT,1700000027400,bid,,,99989.27,0.7196
incremental,binance,BTC/USDT,1700000027500,ask,,,100023.79,0.3501
incremental,binance,BTC/USDT,1700000027600,ask,,,100008.9,1.0023
incremental,binance,BTC/USDT,1700000027700,bid,,,99985.21,4.3259
incremental,binance,BTC/USDT,1700000027800,ask,,,100015.24,1.4598
incremental,binance,BTC/USDT,1700000027900,bid,,,99999.9,1.7394
incremental,binance,BTC/USDT,1700000028000,ask,,,100013.38,0.0
incremental,binance,BTC/USDT,1700000028100,ask,,,100022.44,2.2271
incremental,binance,BTC/USDT,1700000028200,ask,,,100007.56,4.619
incremental,binance,BTC/USDT,1700000028300,ask,,,100013.58,4.6655
incremental,binance,BTC/USDT,1700000028400,ask,,,100023.37,0.332
incremental,binance,BTC/USDT,1700000028500,bid,,,99984.61,3.1588
incremental,binance,BTC/USDT,1700000028600,ask,,,100020.83,1.8771
incremental,binance,BTC/USDT,1700000028700,bid,,,99998.03,1.5285
incremental,binance,BTC/USDT,1700000028800,bid,,,100000.41,3.8394
incremental,binance,BTC/USDT,1700000028900,bid,,,99994.95,0.3848
incremental,binance,BTC/USDT,1700000029000,bid,,,99993.27,0.308
incremental,binance,BTC/USDT,1700000029100,bid,,,99998.08,0.593
incremental,binance,BTC/USDT,1700000029200,bid,,,99991.55,4.5684
incremental,binance,BTC/USDT,1700000029300,bid,,,99999.9,0.0
incremental,binance,BTC/USDT,1700000029400,bid,,,99986.74,3.8428
incremental,binance,BTC/USDT,1700000029500,bid,,,100003.34,0.0
incremental,binance,BTC/USDT,1700000029600,bid,,,99996.12,2.5723
incremental,binance,BTC/USDT,1700000029700,bid,,,99983.99,3.3102
incremental,binance,BTC/USDT,1700000029800,ask,,,100007.59,0.7347
incremental,binance,BTC/USDT,1700000029900,bid,,,99999.12,1.5928
incremental,binance,BTC/USDT,1700000030000,ask,,,100019.08,0.9601
incremental,binance,BTC/USDT,1700000030100,ask,,,100018.45,3.7422
incremental,binance,BTC/USDT,1700000030200,ask,,,100020.5,0.0
incremental,binance,BTC/USDT,1700000030300,ask,,,100019.44,2.4898
incremental,binance,BTC/USDT,1700000030400,ask,,,100006.87,1.0855
incremental,binance,BTC/USDT,1700000030500,bid,,,100002.73,0.0
incremental,binance,BTC/USDT,1700000030600,bid,,,99994.08,0.1095
incremental,binance,BTC/USDT,1700000030700,ask,,,100020.11,3.1134
incremental,binance,BTC/USDT,1700000030800,ask,,,100020.96,0.0
incremental,binance,BTC/USDT,1700000030900,bid,,,99985.13,1.8452
incremental,binance,BTC/USDT,1700000031000,bid,,,99989.6,0.0
incremental,binance,BTC/USDT,1700000031100,ask,,,100009.11,0.3565
incremental,binance,BTC/USDT,1700000031200,ask,,,100013.9,2.2812
incremental,binance,BTC/USDT,1700000031300,bid,,,99986.12,0.2978
incremental,binance,BTC/USDT,1700000031400,ask,,,100009.32,4.8137
incremental,binance,BTC/USDT,1700000031500,ask,,,100019.85,2.0124
incremental,binance,BTC/USDT,1700000031600,ask,,,100019.26,1.5655
incremental,binance,BTC/USDT,1700000031700,ask,,,100009.3,0.0
incremental,binance,BTC/USDT,1700000031800,bid,,,99991.93,1.7714
incremental,binance,BTC/USDT,1700000031900,bid,,,99998.47,0.6669
incremental,binance,BTC/USDT,1700000032000,ask,,,100007.53,0.8261
incremental,binance,BTC/USDT,1700000032100,bid,,,100001.27,2.9583
incremental,binance,BTC/USDT,1700000032200,ask,,,100021.85,1.3571
incremental,binance,BTC/USDT,1700000032300,bid,,,99994.17,0.9538
incremental,binance,BTC/USDT,1700000032400,ask,,,100016.92,4.4251
incremental,binance,BTC/USDT,1700000032500,bid,,,99995.4,2.7102
incremental,binance,BTC/USDT,1700000032600,ask,,,100015.35,1.2914
incremental,binance,BTC/USDT,1700000032700,bid,,,99988.22,0.0
incremental,binance,BTC/USDT,1700000032800,bid,,,99992.47,1.7253
incremental,binance,BTC/USDT,1700000032900,bid,,,100002.05,0.0
incremental,binance,BTC/USDT,1700000033000,bid,,,99989.01,2.2614
incremental,binance,BTC/USDT,1700000033100,ask,,,100016.86,1.4814
incremental,binance,BTC/USDT,1700000033200,ask,,,100023.37,0.0
incremental,binance,BTC/USDT,1700000033300,ask,,,100020.11,1.619
incremental,binance,BTC/USDT,1700000033400,bid,,,99993.82,0.0
incremental,binance,BTC/USDT,1700000033500,bid,,,99983.84,2.3931
incremental,binance,BTC/USDT,1700000033600,bid,,,99986.15,4.7926
incremental,binance,BTC/USDT,1700000033700,bid,,,99983.4,0.72
incremental,binance,BTC/USDT,1700000033800,bid,,,99986.55,2.9355
incremental,binance,BTC/USDT,1700000033900,bid,,,99994.15,2.1427
incremental,binance,BTC/USDT,1700000034000,bid,,,100001.27,0.0
incremental,binance,BTC/USDT,1700000034100,ask,,,100007.95,1.5728
incremental,binance,BTC/USDT,1700000034200,bid,,,99990.4,0.0
incremental,binance,BTC/USDT,1700000034300,ask,,,100012.69,0.0
incremental,binance,BTC/USDT,1700000034400,ask,,,100015.36,0.0
incremental,binance,BTC/USDT,1700000034500,bid,,,99998.65,4.7296
incremental,binance,BTC/USDT,1700000034600,bid,,,99997.49,3.3346
incremental,binance,BTC/USDT,1700000034700,bid,,,99993.27,0.0
incremental,binance,BTC/USDT,1700000034800,ask,,,100020.97,4.2458
incremental,binance,BTC/USDT,1700000034900,ask,,,100005.72,3.368
incremental,binance,BTC/USDT,1700000035000,ask,,,100013.45,3.7969
incremental,binance,BTC/USDT,1700000035100,ask,,,100012.88,3.1917
incremental,binance,BTC/USDT,1700000035200,ask,,,100013.54,3.1815
incremental,binance,BTC/USDT,1700000035300,ask,,,100015.36,3.9655
incremental,binance,BTC/USDT,1700000035400,ask,,,100008.28,4.9474
incremental,binance,BTC/USDT,1700000035500,ask,,,100012.26,0.6918
incremental,binance,BTC/USDT,1700000035600,bid,,,99997.95,4.1604
incremental,binance,BTC/USDT,1700000035700,ask,,,100006.87,1.0206
incremental,binance,BTC/USDT,1700000035800,ask,,,100012.37,1.4064
incremental,binance,BTC/USDT,1700000035900,bid,,,99993.73,0.3045
incremental,binance,BTC/USDT,1700000036000,ask,,,100007.43,0.0
incremental,binance,BTC/USDT,1700000036100,ask,,,100013.37,0.9768
incremental,binance,BTC/USDT,1700000036200,ask,,,100006.48,2.7483
incremental,binance,BTC/USDT,1700000036300,ask,,,100019.14,0.72
incremental,binance,BTC/USDT,1700000036400,bid,,,99986.63,3.8449
incremental,binance,BTC/USDT,1700000036500,ask,,,100005.09,1.9974
incremental,binance,BTC/USDT,1700000036600,bid,,,99981.54,0.528
incremental,binance,BTC/USDT,1700000036700,ask,,,100005.21,1.9604
incremental,binance,BTC/USDT,1700000036800,bid,,,100000.49,0.0
incremental,binance,BTC/USDT,1700000036900,bid,,,99990.02,2.2547
incremental,binance,BTC/USDT,1700000037000,bid,,,100000.41,0.0
incremental,binance,BTC/USDT,1700000037100,ask,,,100019.82,2.8516
incremental,binance,BTC/USDT,1700000037200,ask,,,100010.85,2.0476
incremental,binance,BTC/USDT,1700000037300,ask,,,100019.15,3.8598
incremental,binance,BTC/USDT,1700000037400,bid,,,99982.78,2.1158
incremental,binance,BTC/USDT,1700000037500,ask,,,100011.2,1.5531
incremental,binance,BTC/USDT,1700000037600,ask,,,100015.42,1.4393
incremental,binance,BTC/USDT,1700000037700,ask,,,100018.7,0.8802
incremental,binance,BTC/USDT,1700000037800,ask,,,100013.99,1.2817
incremental,binance,BTC/USDT,1700000037900,ask,,,100014.4,0.6953
incremental,binance,BTC/USDT,1700000038000,ask,,,100004.1,4.6362
incremental,binance,BTC/USDT,1700000038100,bid,,,99999.77,0.0
incremental,binance,BTC/USDT,1700000038200,ask,,,100004.0,4.1461
